Scores, Minutes spent revising
25.215233208179292, 128.7493112428272
83.39226596256567, 419.21514515239227
78.38093789268778, 393.3634142632419
25.854122418226442, 130.30613485335002
33.45953804286624, 167.57339561940407
29.35126933406502, 147.21538030319522
10.936829661547549, 55.47566612004428
46.70594230143271, 236.13753934922443
40.01175289111205, 202.4407282556507
41.64348209095149, 210.70341108593334
78.35618573201417, 392.47483261543476
12.862285704925965, 66.32496343560513
39.595489379099035, 199.05799131247946
88.57320770928297, 444.6367870662318
85.04145115973316, 425.93858494258774
68.53622849693889, 344.18828241385273
60.42420068749597, 303.8152091034081
85.21404555496396, 426.1773372722446
38.56941781566233, 194.92493025140482
86.84426490336462, 434.58294030275187
62.65092653091141, 313.38618676622445
83.20802182146284, 417.899941226179
63.44894037173939, 319.5770927193157
86.97782198950578, 434.9491122150206
16.160155171880156, 81.9357835757211
72.29050534663655, 362.53966366990136
94.93270229725005, 477.1698869598384
66.94954395149439, 335.4413087766237
71.75333523215396, 359.2795415899053
3.4199318343547436, 17.11277782774894
26.955690032489084, 135.70661272078294
12.477451758032345, 63.286954945060465
59.28618493310441, 298.547136179374
67.14141535225673, 336.27325889320787
33.052639977514204, 166.12466463665322
34.13052088073396, 171.43707385062095
33.81365873101089, 169.42168708474003
90.46644302449255, 453.90262602896576
24.69742955397614, 126.06539996577791
9.695372917706075, 49.113715074629305
36.3050967853349, 183.36699220280929
34.92144131896205, 176.7656552879353
53.204801829046886, 268.53738483110993
80.2411110256853, 403.6912795355724
27.57479880217368, 138.53468067097987
74.10626176955104, 370.9925930034503
58.71744430051204, 294.27659741103946
5.041902796648055, 25.479487455585506
74.47059705900926, 372.65649753193105
6.209464144099414, 33.35115845711936
22.96971383752939, 116.99078159691587
73.37227872254492, 367.03261043189394
68.13431659499797, 340.68058653586337
82.24837992721434, 411.2589794351056
76.89602789082949, 386.4875984080078
18.35491448799776, 92.89602209477633
9.104606923352485, 47.29214037860256
42.935992673405174, 216.00742109681406
29.275737136449376, 149.02241969907982
76.12528135987237, 382.8573604524346
55.00372817348169, 277.6707358486342
87.3752862219325, 438.63869759056564
78.73771344584306, 395.61664740098996
37.82498039785108, 189.45034312339075
47.277803124173836, 238.23749659840882
12.495967916986286, 64.35863950572025
50.2028948401599, 253.7256549405369
29.042152228911565, 147.46052417754825
82.17143311360171, 413.7984450352551
39.6390472040752, 200.90460069239765
86.10080684203636, 433.07805605349654
12.425233392721845, 64.16489533758919
94.66960771178628, 475.73452452519786
80.55892369052434, 403.9786614991184
60.90661064299371, 306.8461001382786
36.8241494991603, 185.6306661121592
6.879996950367202, 36.85727281111839
6.647298269780533, 33.62060014631897
58.975727406048215, 297.5787073549389
42.83052275723183, 215.8375906699991
80.92192792184396, 405.9729701325949
42.742703590883714, 215.98205236946046
15.433383814785245, 78.6371612272327
31.10634557767334, 155.88735451677854
35.2796924895011, 177.30429083959828
16.374995567301532, 83.18009463164216
42.45798917095718, 214.95296133246202
68.7215254999399, 346.53073089711927
20.900518520792374, 105.66912546995961
50.51893278548935, 255.28080381046374
63.36145065690666, 318.114742304493
13.001001477506298, 67.63002195131901
90.00317236898492, 452.4046606611752
65.2298842161308, 328.58981940330705
89.12874499998668, 447.76912655208815
52.52661398752078, 263.39447900550937
59.666862824217446, 298.84130171484657
41.73307034143409, 209.10709067050644
81.72115695278706, 408.9288297737371
18.370411336509434, 92.62284140151894
31.605844928544737, 159.59619017064344
13.344094494747049, 68.3728385716995
9.099902725562215, 45.851551023930355
37.264729400518334, 186.4463908704118
19.94350389007145, 102.50232189600294
29.22447530286008, 146.37887759146224
88.79791899389735, 444.63329086722706
37.805069362917564, 189.502375238363
77.03467994757307, 386.2874828279615
